type,short_code,date,value,amount
mutual fund,UVO,2019-07-04,9.1058,0.0
mutual fund,UVO,2019-07-05,9.1337,97710268.28
mutual fund,UVO,2019-07-08,9.0778,97119613.06
mutual fund,UVO,2019-07-09,9.1261,97631040.32
mutual fund,UVO,2019-07-10,9.1531,97919436.83
mutual fund,UVO,2019-07-11,9.1132,97492489.3
mutual fund,UVO,2019-07-12,9.1876,98288638.31
mutual fund,UVO,2019-07-15,9.1828,97235996.44
mutual fund,UVO,2019-07-17,9.2638,97900986.94
mutual fund,UVO,2019-07-18,9.1947,97174782.45
mutual fund,UVO,2019-07-19,9.2251,97501083.83
mutual fund,UVO,2019-07-22,9.2544,97811180.97
mutual fund,UVO,2019-07-23,9.3482,98803921.85
mutual fund,UVO,2019-07-24,9.3272,98581517.1
mutual fund,UVO,2019-07-25,9.386,99205704.37
mutual fund,UVO,2019-07-26,9.3837,99181230.75
mutual fund,UVO,2019-07-30,9.22,97460393.77
mutual fund,UVO,2019-07-31,9.2695,97983984.84
mutual fund,UVO,2019-08-01,9.3628,98970031.82
mutual fund,UVO,2019-08-02,9.2906,98207413.22
mutual fund,UVO,2019-08-05,9.1877,0.0
mutual fund,UVO,2019-08-06,9.0936,96125904.15
mutual fund,UVO,2019-08-07,9.1502,96728309.67
mutual fund,UVO,2019-08-08,9.2086,97346498.53
mutual fund,UVO,2019-08-09,9.2098,0.0
mutual fund,UVO,2019-08-13,9.194,97195039.19
mutual fund,UVO,2019-08-14,9.2006,97265062.07
mutual fund,UVO,2019-08-15,9.2914,0.0
mutual fund,UVO,2019-08-16,9.3043,98362552.95
mutual fund,UVO,2019-08-19,9.307,98392843.76
mutual fund,UVO,2019-08-20,9.3393,98734709.88
mutual fund,UVO,2019-08-21,9.3847,99214616.24
mutual fund,UVO,2019-08-22,9.3821,99187431.54
mutual fund,UVO,2019-08-23,9.3396,98738664.9
mutual fund,UVO,2019-08-26,9.2093,97362260.24
mutual fund,UVO,2019-08-27,9.1519,96757028.51
mutual fund,UVO,2019-08-28,9.1442,96705283.17
mutual fund,UVO,2019-08-29,9.1646,96920745.19
mutual fund,UVO,2019-08-30,9.2133,97437757.67
mutual fund,UVO,2019-09-02,9.2115,0.0
mutual fund,UVO,2019-09-03,9.1648,96924810.04
mutual fund,UVO,2019-09-04,9.1324,96586486.21
mutual fund,UVO,2019-09-05,9.1022,96267638.76
mutual fund,UVO,2019-09-06,9.1177,96433315.46
mutual fund,UVO,2019-09-09,9.1104,96355499.22
mutual fund,UVO,2019-09-10,9.0565,95786334.38
mutual fund,UVO,2019-09-11,9.0611,95836507.66
mutual fund,UVO,2019-09-12,9.082,96057061.83
mutual fund,UVO,2019-09-13,9.1661,96948295.13
mutual fund,UVO,2019-09-16,9.2495,96560511.54
mutual fund,UVO,2019-09-17,9.2981,97068495.39
mutual fund,UVO,2019-09-18,9.2994,97087249.77
mutual fund,UVO,2019-09-19,9.3294,97401249.4
mutual fund,UVO,2019-09-20,9.2736,96818679.66
mutual fund,UVO,2019-09-23,9.2168,96225716.76
mutual fund,UVO,2019-09-24,9.2529,96603180.11
mutual fund,UVO,2019-09-25,9.2616,96693791.08
mutual fund,UVO,2019-09-26,9.3146,97246961.44
mutual fund,UVO,2019-09-27,9.3855,97989859.19
mutual fund,UVO,2019-09-30,9.3345,97457046.17
mutual fund,UVO,2019-10-01,9.3745,0.0
mutual fund,UVO,2019-10-02,9.3006,97102899.01
mutual fund,UVO,2019-10-03,9.2861,96953799.08
mutual fund,UVO,2019-10-04,9.1923,95974855.53
mutual fund,UVO,2019-10-07,9.166,0.0
mutual fund,UVO,2019-10-08,9.169,95752401.07
mutual fund,UVO,2019-10-09,9.1424,95420193.76
mutual fund,UVO,2019-10-10,9.1728,95737756.75
mutual fund,UVO,2019-10-11,9.1746,95737786.76
mutual fund,UVO,2019-10-15,9.1873,95600674.25
mutual fund,UVO,2019-10-16,9.2173,95903853.23
mutual fund,UVO,2019-10-17,9.1508,95212104.83
mutual fund,UVO,2019-10-18,9.1409,95109621.65
mutual fund,UVO,2019-10-21,9.0837,94514281.3
mutual fund,UVO,2019-10-22,9.1225,94942988.39
mutual fund,UVO,2019-10-24,9.1934,95680340.23
mutual fund,UVO,2019-10-25,9.1857,95573055.46
mutual fund,UVO,2019-10-28,9.1866,0.0
mutual fund,UVO,2019-10-29,9.1642,95353647.65
mutual fund,UVO,2019-10-30,9.2067,95797703.98
mutual fund,UVO,2019-10-31,9.1665,95359800.96
mutual fund,UVO,2019-11-04,9.3742,97520593.08
mutual fund,UVO,2019-11-05,9.3891,97677904.74
mutual fund,UVO,2019-11-06,9.4191,98010301.84
mutual fund,UVO,2019-11-07,9.4363,98190185.22
mutual fund,UVO,2019-11-08,9.4345,98177875.38
mutual fund,UVO,2019-11-12,9.3832,97648553.31
mutual fund,UVO,2019-11-13,9.2958,96764074.97
mutual fund,UVO,2019-11-14,9.2609,96352237.76
mutual fund,UVO,2019-11-15,9.2352,96085874.16
mutual fund,UVO,2019-11-18,9.1828,95539840.46
mutual fund,UVO,2019-11-19,9.2223,95950910.25
mutual fund,UVO,2019-11-20,9.1591,95294010.11
mutual fund,UVO,2019-11-21,9.0535,94194980.28
mutual fund,UVO,2019-11-22,8.9648,93300108.01
mutual fund,UVO,2019-11-25,8.963,93274732.63
mutual fund,UVO,2019-11-26,8.9802,93480067.87
mutual fund,UVO,2019-11-27,8.9729,93404530.29
mutual fund,UVO,2019-11-28,8.927,93404530.29
mutual fund,UVO,2019-11-29,8.9175,93404530.29
mutual fund,UVO,2019-12-02,8.8316,91935456.92
mutual fund,UVO,2019-12-03,8.7857,91483871.46
mutual fund,UVO,2019-12-04,8.8847,92514925.53
mutual fund,UVO,2019-12-06,8.869,92353334.2
mutual fund,UVO,2019-12-09,8.8863,92679019.64
mutual fund,UVO,2019-12-11,8.8592,92396464.25
mutual fund,UVO,2019-12-12,8.8568,92371529.41
mutual fund,UVO,2019-12-13,8.8107,91893103.3
mutual fund,UVO,2019-12-16,8.7727,91520769.79
mutual fund,UVO,2019-12-17,8.6896,90653717.19
mutual fund,UVO,2019-12-18,8.6442,90180383.78
mutual fund,UVO,2019-12-19,8.6526,90268460.15
mutual fund,UVO,2019-12-20,8.6827,90581982.96
mutual fund,UVO,2019-12-23,8.6708,90458509.41
mutual fund,UVO,2019-12-24,8.6658,
mutual fund,UVO,2019-12-25,8.6643,
mutual fund,UVO,2019-12-26,8.6709,
mutual fund,UVO,2019-12-27,8.7166,
mutual fund,UVO,2019-12-30,8.735,91131450.08
mutual fund,UVO,2020-01-02,8.7861,91667417.71
mutual fund,UVO,2020-01-03,8.7871,91678922.86
mutual fund,UVO,2020-01-06,8.6753,90513170.07
mutual fund,UVO,2020-01-07,8.7087,90882020.45
mutual fund,UVO,2020-01-08,8.647,90238539.79
mutual fund,UVO,2020-01-09,8.7477,91288734.82
mutual fund,UVO,2020-01-10,8.798,91818295.99
mutual fund,UVO,2020-01-13,8.7791,91622504.73
mutual fund,UVO,2020-01-14,8.8301,92155596.24
mutual fund,UVO,2020-01-15,8.8153,92001083.41
mutual fund,UVO,2020-01-16,8.8836,92714625.02
mutual fund,UVO,2020-01-17,8.9197,93092119.9
mutual fund,UVO,2020-01-21,8.9657,93670914.11
mutual fund,UVO,2020-01-22,9.0019,92264190.64
mutual fund,UVO,2020-01-31,8.5564,87681176.95
mutual fund,UVO,2020-02-03,8.4482,86583311.01
mutual fund,UVO,2020-02-04,8.4167,86262123.69
mutual fund,UVO,2020-02-05,8.4235,86333838.44
mutual fund,UVO,2020-02-06,8.5319,87464415.46
mutual fund,UVO,2020-02-07,8.5508,87659312.11
mutual fund,UVO,2020-02-11,8.4543,86670220.32
mutual fund,UVO,2020-02-12,8.5138,87379335.83
mutual fund,UVO,2020-02-13,8.5102,87342723.46
mutual fund,UVO,2020-02-14,8.5137,87380129.4
mutual fund,UVO,2020-02-18,8.4448,86672795.9
mutual fund,UVO,2020-02-19,8.4506,86759775.73
mutual fund,UVO,2020-02-20,8.5233,87508100.19
mutual fund,UVO,2020-02-21,8.5244,85831372.86
mutual fund,UVO,2020-02-24,8.2403,82971398.19
mutual fund,UVO,2020-02-25,8.276,83331028.03
mutual fund,UVO,2020-02-26,8.1695,82258512.61
mutual fund,UVO,2020-02-27,8.2036,82590451.82
mutual fund,UVO,2020-02-28,8.0418,80961666.41
mutual fund,UVO,2020-03-02,8.0834,81380483.51
mutual fund,UVO,2020-03-03,8.1267,81818741.94
mutual fund,UVO,2020-03-04,8.1082,81610515.33
mutual fund,UVO,2020-03-05,8.1391,81922077.81
mutual fund,UVO,2020-03-06,8.1266,81816399.62
mutual fund,UVO,2020-03-09,7.6487,77004777.95
mutual fund,UVO,2020-03-10,7.719,77724610.58
mutual fund,UVO,2020-03-11,7.4633,75150599.63
mutual fund,UVO,2020-03-12,6.9931,70414828.47
mutual fund,UVO,2020-03-13,7.0769,63901722.37
mutual fund,UVO,2020-03-16,6.8805,62126844.22
mutual fund,UVO,2020-03-17,6.8274,
mutual fund,UVO,2020-03-18,6.8342,61709251.48
mutual fund,UVO,2020-03-19,6.6497,53313496.49
mutual fund,UVO,2020-03-20,6.4806,51958478.85
mutual fund,UVO,2020-03-23,6.0581,48571023.02
mutual fund,UVO,2020-03-24,5.9573,47762440.17
mutual fund,UVO,2020-03-25,6.2431,50054411.99
mutual fund,UVO,2020-03-26,6.3144,50625888.44
mutual fund,UVO,2020-03-27,6.2005,49713260.55
mutual fund,UVO,2020-03-30,5.9536,47733385.62
mutual fund,UVO,2020-03-31,5.9758,47921122.86
mutual fund,UVO,2020-04-01,6.1434,49265946.52
mutual fund,UVO,2020-04-02,6.1236,
mutual fund,UVO,2020-04-03,6.3114,
mutual fund,UVO,2020-04-07,6.7837,54400412.54
mutual fund,UVO,2020-04-08,6.7922,54489281.12
mutual fund,UVO,2020-04-09,6.9069,55410551.44
mutual fund,UVO,2020-04-10,6.9013,
mutual fund,UVO,2020-04-13,6.9235,0.0
mutual fund,UVO,2020-04-14,7.0345,56439730.64
mutual fund,UVO,2020-04-15,7.1011,57092330.12
mutual fund,UVO,2020-04-16,7.1433,57438856.53
mutual fund,UVO,2020-04-17,7.2286,58127845.96
mutual fund,UVO,2020-04-20,7.2766,58515975.4
mutual fund,UVO,2020-04-21,7.0021,56309270.11
mutual fund,UVO,2020-04-22,7.0316,56548857.41
mutual fund,UVO,2020-04-23,7.1013,57111143.64
mutual fund,UVO,2020-04-24,7.1508,57510331.64
mutual fund,UVO,2020-04-27,7.1076,57163587.71
mutual fund,UVO,2020-04-28,7.0636,56811881.29
mutual fund,UVO,2020-04-29,7.0911,57033784.21
mutual fund,UVO,2020-05-05,7.006,56350649.48
mutual fund,UVO,2020-05-11,7.6404,61474987.67
mutual fund,UVO,2020-05-12,7.6515,61565293.45
mutual fund,UVO,2020-05-13,7.6294,61388514.27
mutual fund,UVO,2020-05-14,7.608,61215713.05
mutual fund,UVO,2020-05-15,7.547,60725617.37
mutual fund,UVO,2020-05-18,7.6563,61605349.54
mutual fund,UVO,2020-05-19,7.7877,62663550.58
mutual fund,UVO,2020-05-20,7.8693,63330280.96
mutual fund,UVO,2020-05-22,7.8275,63092501.22
mutual fund,UVO,2020-05-26,7.998,64466921.5
mutual fund,UVO,2020-05-27,7.8366,55418031.23
mutual fund,UVO,2020-05-28,7.8963,55839147.46
mutual fund,UVO,2020-05-29,7.9174,56093751.98
mutual fund,UVO,2020-06-02,8.0126,56594391.99
mutual fund,UVO,2020-06-04,8.07,56996073.68
mutual fund,UVO,2020-06-05,8.0802,57069780.64
mutual fund,UVO,2020-06-08,8.1887,57856378.92
mutual fund,UVO,2020-06-09,8.1871,57852070.18
mutual fund,UVO,2020-06-10,8.1997,57940859.85
mutual fund,UVO,2020-06-11,7.858,55527704.65
mutual fund,UVO,2020-06-12,7.8271,55312988.21
mutual fund,UVO,2020-06-15,7.5619,53439143.83
mutual fund,UVO,2020-06-16,7.8009,55128315.07
mutual fund,UVO,2020-06-17,7.8055,55159421.38
mutual fund,UVO,2020-06-18,7.8107,55196380.08
mutual fund,UVO,2020-06-19,7.8934,55780805.81
mutual fund,UVO,2020-06-22,7.9174,55950489.24
mutual fund,UVO,2020-06-24,7.8206,55265392.97
mutual fund,UVO,2020-06-26,7.7732,54930283.27
mutual fund,UVO,2020-06-29,7.5802,53497400.24
mutual fund,UVO,2020-06-30,7.5518,53297103.78
mutual fund,UVO,2020-07-02,7.7164,54458690.47
mutual fund,UVO,2020-07-07,7.9124,55841873.26
mutual fund,UVO,2020-07-08,7.9111,55857528.89
mutual fund,UVO,2020-07-09,7.9863,56389006.58
mutual fund,UVO,2020-07-13,7.9094,55846421.0
mutual fund,UVO,2020-07-14,7.9048,55814004.53
mutual fund,UVO,2020-07-15,7.9314,55989099.68
mutual fund,UVO,2020-07-16,8.0285,56674402.46
mutual fund,UVO,2020-07-17,7.9686,56249953.77
mutual fund,UVO,2020-07-20,7.863,55504297.9
mutual fund,UVO,2020-07-21,7.8804,55617246.68
mutual fund,UVO,2020-07-22,7.8071,55099920.79
mutual fund,UVO,2020-07-23,7.8503,55405043.6
mutual fund,UVO,2020-07-24,7.6184,53768434.75
mutual fund,UVO,2020-07-29,7.3081,51578355.14
mutual fund,UVO,2020-07-30,7.3928,52199952.27
mutual fund,UVO,2020-08-04,7.6041,53690180.46
mutual fund,UVO,2020-08-05,7.7077,54425448.8
mutual fund,UVO,2020-08-06,7.7273,54585636.76
mutual fund,UVO,2020-08-07,7.7559,54788500.47
mutual fund,UVO,2020-08-11,7.7576,54801064.98
mutual fund,UVO,2020-08-13,7.839,55375812.16
mutual fund,UVO,2020-08-14,7.7985,55089351.38
mutual fund,UVO,2020-08-17,7.7809,54965603.61
mutual fund,UVO,2020-08-18,7.7692,54882512.28
mutual fund,UVO,2020-08-19,7.7842,54988518.71
mutual fund,UVO,2020-08-20,7.7708,54894305.02
mutual fund,UVO,2020-08-21,7.8067,55147771.78
mutual fund,UVO,2020-08-24,7.9274,56000487.56
mutual fund,UVO,2020-08-25,7.9491,56153351.46
mutual fund,UVO,2020-08-26,7.944,56122667.97
mutual fund,UVO,2020-08-27,7.9487,56144939.35
mutual fund,UVO,2020-08-28,7.9827,56390221.16
mutual fund,UVO,2020-09-01,8.0715,57017725.33
mutual fund,UVO,2020-09-03,8.1921,57872223.69
mutual fund,UVO,2020-09-08,8.0443,56828021.65
mutual fund,UVO,2020-09-09,8.0444,56850053.18
mutual fund,UVO,2020-09-10,8.0498,56888084.69
mutual fund,UVO,2020-09-11,8.0415,56834183.47
mutual fund,UVO,2020-09-14,8.0719,57049560.35
mutual fund,UVO,2020-09-15,8.0822,57130034.0
mutual fund,UVO,2020-09-16,8.0961,57177900.24
mutual fund,UVO,2020-09-17,8.0816,56997665.35
mutual fund,UVO,2020-09-18,8.1411,57449607.66
mutual fund,UVO,2020-09-21,8.1437,57369290.73
mutual fund,UVO,2020-09-22,8.2148,57866711.93
mutual fund,UVO,2020-09-23,8.2865,58372261.94
mutual fund,UVO,2020-09-24,8.2349,58009026.52
mutual fund,UVO,2020-09-25,8.2304,57977360.42
mutual fund,UVO,2020-09-28,8.2761,58298932.93
mutual fund,UVO,2020-09-29,8.2145,57914339.1
mutual fund,UVO,2020-09-30,8.2469,58144416.69
mutual fund,UVO,2020-10-05,8.3004,58523834.04
mutual fund,UVO,2020-10-06,8.3446,58855213.94
