index,date,value,amount
SET 100,2021-01-13,2189.87,4.37B
SET 100,2021-01-14,2170.26,3.70B
SET 100,2021-01-15,2142.2,3.57B
SET 100,2021-01-18,2125.84,2.64B
SET 100,2021-01-19,2146.2,3.04B
SET 100,2021-01-20,2135.64,3.45B
SET 100,2021-01-21,2133.73,4.05B
SET 100,2021-01-22,2109.83,3.32B
SET 100,2021-01-25,2116.4,2.73B
SET 100,2021-01-26,2134.45,2.84B
SET 100,2021-01-27,2107.43,2.62B
SET 100,2021-01-28,2061.99,3.81B
SET 100,2021-01-29,2060.65,4.55B
SET 100,2021-02-01,2077.57,3.34B
SET 100,2021-02-02,2089.05,3.00B
SET 100,2021-02-03,2081.12,3.61B
SET 100,2021-02-04,2081.86,3.24B
SET 100,2021-02-05,2103.84,3.07B
SET 100,2021-02-08,2136.17,4.58B
SET 100,2021-02-09,2139.27,3.94B
SET 100,2021-02-10,2138.93,2.73B
SET 100,2021-02-11,2125.03,2.18B
SET 100,2021-02-15,2141.7,2.50B
SET 100,2021-02-16,2143.0,2.30B
SET 100,2021-02-17,2127.61,3.03B
SET 100,2021-02-18,2121.53,2.89B
SET 100,2021-02-19,2104.12,3.07B
SET 100,2021-02-22,2071.99,3.34B
SET 100,2021-02-23,2107.42,2.74B
SET 100,2021-02-24,2094.02,2.70B
SET 100,2021-02-25,2105.49,3.87B
SET 100,2021-03-01,2111.87,3.19B
SET 100,2021-03-02,2112.43,2.98B
SET 100,2021-03-03,2176.34,4.60B
SET 100,2021-03-04,2154.76,3.88B
SET 100,2021-03-05,2165.92,4.24B
SET 100,2021-03-08,2164.58,4.25B
SET 100,2021-03-09,2171.59,3.71B
SET 100,2021-03-10,2203.12,4.48B
SET 100,2021-03-11,2208.57,4.32B
SET 100,2021-03-12,2197.65,4.24B
SET 100,2021-03-15,2190.1,3.08B
SET 100,2021-03-16,2186.15,4.58B
SET 100,2021-03-17,2190.84,3.59B
SET 100,2021-03-18,2189.1,3.67B
SET 100,2021-03-19,2176.48,3.74B
SET 100,2021-03-22,2177.25,2.75B
SET 100,2021-03-23,2173.93,4.08B
SET 100,2021-03-24,2182.35,3.33B
SET 100,2021-03-25,2182.62,3.73B
SET 100,2021-03-26,2187.42,3.78B
SET 100,2021-03-29,2198.0,3.23B
SET 100,2021-03-30,2207.07,4.31B
SET 100,2021-03-31,2203.56,2.40B
SET 100,2021-04-01,2214.57,2.85B
SET 100,2021-04-02,2215.68,4.02B
SET 100,2021-04-05,2190.24,4.10B
SET 100,2021-04-07,2157.21,4.30B
SET 100,2021-04-08,2159.57,2.90B
SET 100,2021-04-09,2170.57,2.82B
SET 100,2021-04-12,2135.81,2.99B
SET 100,2021-04-16,2148.94,3.50B
SET 100,2021-04-19,2182.5,2.77B
SET 100,2021-04-20,2189.41,3.06B
SET 100,2021-04-21,2185.32,2.17B
SET 100,2021-04-22,2164.44,2.99B
SET 100,2021-04-23,2143.07,3.06B
SET 100,2021-04-26,2146.98,2.81B
SET 100,2021-04-27,2146.23,3.05B
SET 100,2021-04-28,2169.24,3.16B
SET 100,2021-04-29,2191.34,4.10B
SET 100,2021-04-30,2173.52,3.00B
SET 100,2021-05-05,2117.45,4.19B
SET 100,2021-05-06,2151.46,2.77B
SET 100,2021-05-07,2172.9,2.62B
SET 100,2021-05-10,2180.97,2.61B
SET 100,2021-05-11,2171.96,3.39B
SET 100,2021-05-12,2163.29,3.63B
SET 100,2021-05-13,2129.97,5.04B
SET 100,2021-05-14,2130.59,3.34B
SET 100,2021-05-17,2131.2,2.90B
SET 100,2021-05-18,2154.56,2.86B
SET 100,2021-05-19,2144.85,2.92B
SET 100,2021-05-20,2135.63,3.11B
SET 100,2021-05-21,2133.16,3.11B
SET 100,2021-05-24,2131.21,2.53B
SET 100,2021-05-25,2158.33,2.48B
SET 100,2021-05-27,2179.34,4.25B
SET 100,2021-05-28,2176.58,2.94B
SET 100,2021-05-31,2189.79,2.44B
SET 100,2021-06-01,2231.56,3.69B
SET 100,2021-06-02,2227.05,4.97B
SET 100,2021-06-04,2214.16,3.67B
SET 100,2021-06-07,2215.61,3.58B
SET 100,2021-06-08,2216.04,5.74B
SET 100,2021-06-09,2236.1,3.41B
SET 100,2021-06-10,2232.44,4.12B
SET 100,2021-06-11,2251.77,3.86B
SET 100,2021-06-14,2247.66,5.00B
SET 100,2021-06-15,2228.3,3.87B
SET 100,2021-06-16,2231.89,4.11B
SET 100,2021-06-17,2219.57,3.27B
SET 100,2021-06-18,2214.3,5.14B
SET 100,2021-06-21,2196.54,4.40B
SET 100,2021-06-22,2194.8,3.52B
SET 100,2021-06-23,2187.62,3.21B
SET 100,2021-06-24,2180.21,3.87B
SET 100,2021-06-25,2175.86,2.70B
SET 100,2021-06-28,2169.13,3.25B
SET 100,2021-06-29,2184.92,2.67B
SET 100,2021-06-30,2177.34,3.31B
SET 100,2021-07-01,2185.11,3.39B
SET 100,2021-07-02,2166.37,3.09B
SET 100,2021-07-05,2168.58,2.13B
SET 100,2021-07-06,2182.76,2.08B
SET 100,2021-07-07,2164.89,3.32B
SET 100,2021-07-08,2120.32,5.68B
SET 100,2021-07-09,2130.97,4.28B
SET 100,2021-07-12,2127.12,3.37B
SET 100,2021-07-13,2156.05,2.84B
SET 100,2021-07-14,2150.07,2.52B
SET 100,2021-07-15,2153.02,2.51B
SET 100,2021-07-16,2154.7,3.93B
SET 100,2021-07-19,2128.9,2.72B
SET 100,2021-07-20,2105.27,3.85B
SET 100,2021-07-21,2109.02,3.01B
SET 100,2021-07-22,2125.31,2.59B
SET 100,2021-07-23,2111.53,2.34B
SET 100,2021-07-27,2097.73,2.13B
SET 100,2021-07-29,2099.09,2.89B
SET 100,2021-07-30,2079.28,3.25B
SET 100,2021-08-02,2086.95,2.21B
SET 100,2021-08-03,2107.14,2.46B
SET 100,2021-08-04,2114.57,1.96B
SET 100,2021-08-05,2083.64,2.24B
SET 100,2021-08-06,2075.78,2.35B
SET 100,2021-08-09,2102.31,2.02B
SET 100,2021-08-10,2104.74,3.27B
SET 100,2021-08-11,2092.6,3.52B
SET 100,2021-08-13,2091.67,3.10B
SET 100,2021-08-16,2098.33,2.96B
SET 100,2021-08-17,2116.9,2.83B
SET 100,2021-08-18,2127.71,2.74B
SET 100,2021-08-19,2113.15,2.33B
SET 100,2021-08-20,2124.53,2.96B
SET 100,2021-08-23,2171.37,4.50B
SET 100,2021-08-24,2177.2,3.74B
SET 100,2021-08-25,2196.79,2.75B
SET 100,2021-08-26,2195.59,2.62B
SET 100,2021-08-27,2211.09,3.23B
SET 100,2021-08-30,2244.66,3.61B
SET 100,2021-08-31,2254.77,3.53B
SET 100,2021-09-01,2245.09,2.94B
SET 100,2021-09-02,2268.23,3.14B
SET 100,2021-09-03,2271.81,3.34B
SET 100,2021-09-06,2265.85,3.35B
SET 100,2021-09-07,2250.09,4.23B
SET 100,2021-09-08,2251.69,2.80B
SET 100,2021-09-09,2231.62,3.05B
SET 100,2021-09-10,2239.69,2.68B
SET 100,2021-09-13,2233.47,2.66B
SET 100,2021-09-14,2220.47,2.86B
SET 100,2021-09-15,2224.25,2.06B
SET 100,2021-09-16,2231.27,2.52B
SET 100,2021-09-17,2223.59,3.47B
SET 100,2021-09-20,2190.1,2.38B
SET 100,2021-09-21,2206.52,2.46B
SET 100,2021-09-22,2211.35,2.77B
SET 100,2021-09-23,2233.71,5.85B
SET 100,2021-09-27,2218.44,5.81B
SET 100,2021-09-28,2213.16,3.99B
SET 100,2021-09-29,2212.02,3.73B
SET 100,2021-09-30,2194.43,4.29B
SET 100,2021-10-01,2196.3,3.42B
SET 100,2021-10-04,2210.6,3.22B
SET 100,2021-10-05,2227.06,3.66B
SET 100,2021-10-06,2217.77,4.08B
SET 100,2021-10-07,2236.62,5.27B
SET 100,2021-10-08,2244.4,4.26B
SET 100,2021-10-11,2237.28,3.83B
SET 100,2021-10-12,2251.71,3.87B
SET 100,2021-10-14,2246.79,3.80B
SET 100,2021-10-15,2245.9,3.23B
SET 100,2021-10-18,2254.3,2.80B
SET 100,2021-10-19,2234.44,3.77B
SET 100,2021-10-20,2244.72,2.60B
SET 100,2021-10-21,2251.16,2.68B
SET 100,2021-10-25,2238.18,2.45B
SET 100,2021-10-26,2240.65,2.75B
SET 100,2021-10-27,2225.62,2.68B
SET 100,2021-10-28,2223.23,2.81B
SET 100,2021-10-29,2220.55,2.14B
SET 100,2021-11-01,2210.12,2.63B
SET 100,2021-11-02,2220.09,2.69B
SET 100,2021-11-03,2210.93,3.81B
SET 100,2021-11-04,2229.49,2.42B
SET 100,2021-11-05,2229.26,1.67B
SET 100,2021-11-08,2230.65,3.23B
SET 100,2021-11-09,2233.83,2.24B
SET 100,2021-11-10,2231.98,2.33B
SET 100,2021-11-11,2234.65,2.37B
SET 100,2021-11-12,2234.54,2.34B
SET 100,2021-11-15,2244.41,2.66B
SET 100,2021-11-16,2252.43,3.62B
SET 100,2021-11-17,2252.34,4.56B
SET 100,2021-11-18,2259.4,3.72B
SET 100,2021-11-19,2248.94,4.28B
SET 100,2021-11-22,2258.99,4.66B
SET 100,2021-11-23,2254.68,3.75B
SET 100,2021-11-24,2258.84,3.80B
SET 100,2021-11-25,2257.25,3.34B
SET 100,2021-11-26,2199.66,6.35B
SET 100,2021-11-29,2169.64,4.59B
SET 100,2021-11-30,2139.25,5.66B
SET 100,2021-12-01,2168.44,3.25B
SET 100,2021-12-02,2168.0,2.08B
SET 100,2021-12-03,2159.43,2.07B
SET 100,2021-12-07,2191.49,2.68B
SET 100,2021-12-08,2206.08,3.33B
SET 100,2021-12-09,2202.05,3.18B
SET 100,2021-12-13,2212.34,2.98B
SET 100,2021-12-14,2220.7,3.03B
SET 100,2021-12-15,2205.46,3.02B
SET 100,2021-12-16,2242.78,3.82B
SET 100,2021-12-17,2236.03,3.67B
SET 100,2021-12-20,2195.66,2.94B
SET 100,2021-12-21,2204.34,1.75B
SET 100,2021-12-22,2210.81,1.70B
SET 100,2021-12-23,2233.36,2.80B
SET 100,2021-12-24,2231.4,1.91B
SET 100,2021-12-27,2233.08,2.16B
SET 100,2021-12-28,2246.98,2.95B
SET 100,2021-12-29,2261.52,2.65B
SET 100,2021-12-30,2265.16,2.33B
SET 100,2022-01-04,2283.56,4.31B
SET 100,2022-01-05,2291.71,3.66B
SET 100,2022-01-06,2251.78,4.39B
SET 100,2022-01-07,2257.4,3.16B
SET 100,2022-01-10,2256.14,2.33B
SET 100,2022-01-11,2268.34,2.93B
SET 100,2022-01-12,2283.51,3.12B
SET 100,2022-01-13,2282.56,2.90B
SET 100,2022-01-14,2273.11,2.91B
SET 100,2022-01-17,2277.88,2.33B
SET 100,2022-01-18,2257.73,3.69B
SET 100,2022-01-19,2257.41,4.04B
SET 100,2022-01-20,2258.06,3.31B
SET 100,2022-01-21,2251.59,3.80B
SET 100,2022-01-24,2242.98,3.38B
SET 100,2022-01-25,2243.01,3.23B
SET 100,2022-01-26,2255.14,3.51B
SET 100,2022-01-27,2246.2,4.02B
SET 100,2022-01-28,2251.24,3.24B
SET 100,2022-01-31,2259.88,2.69B
SET 100,2022-02-01,2274.11,2.08B
SET 100,2022-02-02,2278.83,2.32B
SET 100,2022-02-03,2278.03,4.47B
SET 100,2022-02-04,2284.2,2.79B
SET 100,2022-02-07,2291.37,3.18B
SET 100,2022-02-08,2300.81,3.11B
SET 100,2022-02-09,2335.79,5.56B
SET 100,2022-02-10,2333.82,4.63B
SET 100,2022-02-11,2328.16,3.91B
SET 100,2022-02-14,2310.97,2.96B
SET 100,2022-02-15,2331.56,3.33B
SET 100,2022-02-17,2345.23,4.35B
SET 100,2022-02-18,2345.01,3.99B
SET 100,2022-02-21,2310.39,4.59B
SET 100,2022-02-22,2304.38,3.74B
SET 100,2022-02-23,2319.66,2.89B
SET 100,2022-02-24,2277.85,5.18B
SET 100,2022-02-25,2297.2,3.04B
SET 100,2022-02-28,2305.32,3.08B
SET 100,2022-03-01,2318.18,3.22B
SET 100,2022-03-02,2318.53,3.59B
SET 100,2022-03-03,2325.37,3.58B
SET 100,2022-03-04,2289.37,3.30B
SET 100,2022-03-07,2228.01,5.50B
SET 100,2022-03-08,2224.8,6.53B
SET 100,2022-03-09,2255.45,3.93B
SET 100,2022-03-10,2263.63,3.30B
SET 100,2022-03-11,2278.95,2.37B
SET 100,2022-03-14,2284.13,2.14B
SET 100,2022-03-15,2262.81,3.04B
SET 100,2022-03-16,2294.2,2.50B
SET 100,2022-03-17,2310.1,2.55B
SET 100,2022-03-18,2302.94,3.07B
SET 100,2022-03-21,2294.24,2.85B
SET 100,2022-03-22,2298.05,2.35B
SET 100,2022-03-23,2291.22,1.91B
SET 100,2022-03-24,2297.5,1.90B
SET 100,2022-03-25,2288.65,1.91B
SET 100,2022-03-28,2297.96,1.52B
SET 100,2022-03-29,2307.48,1.95B
SET 100,2022-03-30,2319.8,2.61B
SET 100,2022-03-31,2313.46,1.67B
SET 100,2022-04-01,2321.94,1.85B
SET 100,2022-04-04,2321.37,1.83B
SET 100,2022-04-05,2318.49,1.75B
SET 100,2022-04-07,2285.87,2.69B
SET 100,2022-04-08,2287.69,1.91B
SET 100,2022-04-11,2278.61,1.87B
SET 100,2022-04-12,2268.6,1.57B
SET 100,2022-04-18,2258.42,2.16B
SET 100,2022-04-19,2261.84,2.24B
SET 100,2022-04-20,2266.0,2.24B
SET 100,2022-04-21,2276.7,1.82B
SET 100,2022-04-22,2272.66,2.37B
SET 100,2022-04-25,2247.69,2.46B
SET 100,2022-04-26,2243.07,2.89B
SET 100,2022-04-27,2237.48,2.13B
SET 100,2022-04-28,2249.37,2.32B
SET 100,2022-04-29,2250.62,2.12B
SET 100,2022-05-03,2236.62,2.43B
SET 100,2022-05-05,2228.21,2.74B
SET 100,2022-05-06,2204.52,2.60B
SET 100,2022-05-09,2172.44,2.81B
SET 100,2022-05-10,2199.45,3.29B
SET 100,2022-05-11,2187.41,2.97B
SET 100,2022-05-12,2157.6,3.25B
SET 100,2022-05-13,2165.05,3.02B
SET 100,2022-05-17,2206.61,2.92B
SET 100,2022-05-18,2222.38,2.56B
SET 100,2022-05-19,2197.25,2.00B
SET 100,2022-05-20,2221.46,2.05B
SET 100,2022-05-23,2240.98,1.91B
SET 100,2022-05-24,2225.79,2.05B
SET 100,2022-05-25,2222.48,2.17B
SET 100,2022-05-26,2236.78,1.99B
SET 100,2022-05-27,2244.54,2.05B
SET 100,2022-05-30,2266.59,2.00B
SET 100,2022-05-31,2280.45,3.02B
SET 100,2022-06-01,2279.94,2.31B
SET 100,2022-06-02,2265.5,1.95B
SET 100,2022-06-06,2263.14,2.07B
SET 100,2022-06-07,2243.27,2.07B
SET 100,2022-06-08,2249.84,1.98B
SET 100,2022-06-09,2258.26,3.09B
SET 100,2022-06-10,2245.75,2.18B
SET 100,2022-06-13,2200.53,2.53B
SET 100,2022-06-14,2206.1,2.11B
SET 100,2022-06-15,2197.04,2.38B
SET 100,2022-06-16,2150.57,3.63B
SET 100,2022-06-17,2149.66,3.90B
SET 100,2022-06-20,2151.78,2.07B
SET 100,2022-06-21,2171.79,2.05B
SET 100,2022-06-22,2150.83,2.46B
SET 100,2022-06-23,2145.82,1.97B
SET 100,2022-06-24,2159.6,2.01B
SET 100,2022-06-27,2177.84,1.95B
SET 100,2022-06-28,2199.15,1.75B
SET 100,2022-06-29,2186.24,1.53B
SET 100,2022-06-30,2158.78,2.41B
SET 100,2022-07-01,2166.67,1.57B
SET 100,2022-07-04,2152.68,1.76B
SET 100,2022-07-05,2133.63,2.76B
SET 100,2022-07-06,2135.32,2.61B
SET 100,2022-07-07,2160.53,2.21B
SET 100,2022-07-08,2156.41,1.78B
SET 100,2022-07-11,2159.44,1.58B
SET 100,2022-07-12,2142.45,1.59B
SET 100,2022-07-14,2127.83,2.12B
SET 100,2022-07-15,2124.45,2.39B
SET 100,2022-07-18,2138.57,1.61B
SET 100,2022-07-19,2121.61,1.95B
SET 100,2022-07-20,2127.03,1.80B
SET 100,2022-07-21,2135.37,2.03B
SET 100,2022-07-22,2146.39,3.45B
SET 100,2022-07-25,2155.76,1.55B
SET 100,2022-07-26,2149.06,1.69B
SET 100,2022-07-27,2168.17,1.72B
SET 100,2022-08-01,2186.08,2.57B
SET 100,2022-08-02,2185.89,2.06B
SET 100,2022-08-03,2188.13,1.98B
SET 100,2022-08-04,2188.05,2.10B
SET 100,2022-08-05,2192.97,2.12B
SET 100,2022-08-08,2211.47,2.00B
SET 100,2022-08-09,2219.75,1.71B
SET 100,2022-08-10,2221.2,2.26B
SET 100,2022-08-11,2226.36,2.52B
SET 100,2022-08-15,2229.13,2.13B
SET 100,2022-08-16,2229.98,2.28B
SET 100,2022-08-17,2242.6,2.34B
SET 100,2022-08-18,2237.16,1.95B
SET 100,2022-08-19,2225.27,2.10B
SET 100,2022-08-22,2210.19,1.77B
SET 100,2022-08-23,2233.47,2.34B
SET 100,2022-08-24,2236.09,2.86B
SET 100,2022-08-25,2253.08,2.50B
SET 100,2022-08-26,2253.11,2.07B
SET 100,2022-08-29,2230.24,2.20B
SET 100,2022-08-30,2250.42,2.02B
SET 100,2022-08-31,2254.25,2.51B
SET 100,2022-09-01,2228.39,2.46B
SET 100,2022-09-02,2228.64,2.15B
SET 100,2022-09-05,2226.55,1.73B
SET 100,2022-09-06,2244.9,1.90B
SET 100,2022-09-07,2240.76,1.97B
SET 100,2022-09-08,2236.5,2.26B
SET 100,2022-09-09,2249.77,1.59B
SET 100,2022-09-12,2267.01,1.82B
SET 100,2022-09-13,2268.31,2.23B
SET 100,2022-09-14,2257.3,2.02B
SET 100,2022-09-15,2241.32,2.02B
SET 100,2022-09-16,2220.59,3.14B
SET 100,2022-09-19,2219.61,1.62B
SET 100,2022-09-20,2229.02,1.80B
SET 100,2022-09-21,2221.93,2.35B
SET 100,2022-09-22,2235.45,1.92B
SET 100,2022-09-23,2215.48,1.75B
SET 100,2022-09-26,2199.31,2.55B
SET 100,2022-09-27,2191.6,2.35B
SET 100,2022-09-28,2171.39,2.34B
SET 100,2022-09-29,2155.0,2.31B
SET 100,2022-09-30,2151.0,1.88B
SET 100,2022-10-03,2110.51,2.52B
SET 100,2022-10-04,2132.66,1.92B
SET 100,2022-10-05,2137.3,1.62B
SET 100,2022-10-06,2144.24,1.94B
SET 100,2022-10-07,2136.06,1.40B
SET 100,2022-10-10,2118.78,2.00B
SET 100,2022-10-11,2110.1,1.75B
SET 100,2022-10-12,2112.08,1.91B
SET 100,2022-10-17,2123.11,2.23B
SET 100,2022-10-18,2148.26,2.26B
SET 100,2022-10-19,2147.84,1.52B
SET 100,2022-10-20,2166.89,2.78B
SET 100,2022-10-21,2163.63,2.13B
SET 100,2022-10-25,2174.23,2.67B
SET 100,2022-10-26,2176.45,3.27B
SET 100,2022-10-27,2193.24,2.45B
SET 100,2022-10-28,2194.49,1.61B
SET 100,2022-10-31,2199.97,1.77B
SET 100,2022-11-01,2223.07,1.96B
SET 100,2022-11-02,2225.87,1.61B
SET 100,2022-11-03,2221.77,1.68B
SET 100,2022-11-04,2224.63,1.80B
SET 100,2022-11-07,2218.79,1.97B
SET 100,2022-11-08,2232.84,1.50B
SET 100,2022-11-09,2219.37,1.95B
SET 100,2022-11-10,2217.58,1.71B
SET 100,2022-11-11,2246.82,2.57B
SET 100,2022-11-14,2226.57,1.79B
SET 100,2022-11-15,2230.68,2.02B
SET 100,2022-11-16,2213.87,1.87B
SET 100,2022-11-17,2204.84,1.58B
SET 100,2022-11-18,2205.41,1.59B
SET 100,2022-11-21,2212.7,1.54B
SET 100,2022-11-22,2206.05,1.99B
SET 100,2022-11-23,2219.39,1.82B
SET 100,2022-11-24,2220.33,1.48B
SET 100,2022-11-25,2209.66,1.17B
SET 100,2022-11-28,2202.13,1.25B
SET 100,2022-11-29,2217.52,1.65B
SET 100,2022-11-30,2233.03,2.60B
SET 100,2022-12-01,2236.53,2.03B
SET 100,2022-12-02,2222.33,1.33B
SET 100,2022-12-06,2215.64,2.06B
SET 100,2022-12-07,2205.28,1.62B
SET 100,2022-12-08,2203.05,1.60B
SET 100,2022-12-09,2206.22,1.28B
SET 100,2022-12-13,2210.7,1.60B
SET 100,2022-12-14,2218.53,2.32B
SET 100,2022-12-15,2201.69,2.21B
SET 100,2022-12-16,2203.93,2.83B
SET 100,2022-12-19,2201.81,2.02B
SET 100,2022-12-20,2188.01,2.06B
SET 100,2022-12-21,2187.99,1.49B
SET 100,2022-12-22,2197.44,1.21B
SET 100,2022-12-23,2197.79,1.23B
SET 100,2022-12-26,2210.31,963.12M
SET 100,2022-12-27,2237.64,1.79B
SET 100,2022-12-28,2247.34,1.49B
SET 100,2022-12-29,2268.16,1.84B
SET 100,2022-12-30,2257.94,2.67B
SET 100,2023-01-03,2274.61,2.19B
SET 100,2023-01-04,2264.44,2.35B
SET 100,2023-01-05,2247.94,2.97B
SET 100,2023-01-06,2261.48,2.66B
SET 100,2023-01-09,2286.56,2.41B
SET 100,2023-01-10,2285.87,2.79B
SET 100,2023-01-11,2274.98,2.35B
SET 100,2023-01-12,2276.39,2.42B
SET 100,2023-01-13,2266.49,3.31B
SET 100,2023-01-16,2268.1,1.83B
SET 100,2023-01-17,2261.78,1.75B
SET 100,2023-01-18,2268.25,2.12B
SET 100,2023-01-19,2273.52,1.81B
SET 100,2023-01-20,2255.69,2.77B
SET 100,2023-01-23,2264.62,1.87B
SET 100,2023-01-24,2262.22,1.65B
SET 100,2023-01-25,2260.35,2.15B
SET 100,2023-01-26,2244.82,2.48B
SET 100,2023-01-27,2258.37,1.90B
SET 100,2023-01-30,2257.99,2.15B
SET 100,2023-01-31,2240.18,2.71B
SET 50,2017-01-04,980.93,1.98B
SET 50,2017-01-05,985.53,1.99B
SET 50,2017-01-06,983.91,2.10B
SET 50,2017-01-09,978.56,1.56B
SET 50,2017-01-10,983.72,1.67B
SET 50,2017-01-11,981.9,1.50B
SET 50,2017-01-12,979.29,1.62B
SET 50,2017-01-13,983.23,1.08B
SET 50,2017-01-16,979.74,1.08B
SET 50,2017-01-17,976.82,1.45B
SET 50,2017-01-18,972.59,1.79B
SET 50,2017-01-19,969.19,1.57B
SET 50,2017-01-20,972.72,1.89B
SET 50,2017-01-23,976.04,1.01B
SET 50,2017-01-24,984.23,2.94B
SET 50,2017-01-25,990.51,2.83B
SET 50,2017-01-26,998.44,1.91B
SET 50,2017-01-27,996.1,940.02M
SET 50,2017-01-30,994.76,621.54M
SET 50,2017-01-31,984.21,1.31B
SET 50,2017-02-01,984.71,1.23B
SET 50,2017-02-02,982.41,904.01M
SET 50,2017-02-03,990.97,1.10B
SET 50,2017-02-06,996.4,1.30B
SET 50,2017-02-07,991.3,933.37M
SET 50,2017-02-08,996.23,1.44B
SET 50,2017-02-09,990.33,1.12B
SET 50,2017-02-10,992.36,1.15B
SET 50,2017-02-14,981.66,1.09B
SET 50,2017-02-15,984.6,1.66B
SET 50,2017-02-16,987.04,1.11B
SET 50,2017-02-17,988.95,974.68M
SET 50,2017-02-20,989.74,967.24M
SET 50,2017-02-21,981.03,1.06B
SET 50,2017-02-22,987.05,927.52M
SET 50,2017-02-23,982.64,1.52B
SET 50,2017-02-24,981.51,1.05B
SET 50,2017-02-27,976.06,767.56M
SET 50,2017-02-28,978.46,761.68M
SET 50,2017-03-01,985.94,1.07B
SET 50,2017-03-02,985.93,1.08B
SET 50,2017-03-03,983.41,1.02B
SET 50,2017-03-06,975.54,836.02M
SET 50,2017-03-07,974.53,710.76M
SET 50,2017-03-08,980.14,1.11B
SET 50,2017-03-09,977.5,718.41M
SET 50,2017-03-10,972.88,794.41M
SET 50,2017-03-13,975.37,938.24M
SET 50,2017-03-14,977.25,925.29M
SET 50,2017-03-15,975.71,969.00M
SET 50,2017-03-16,986.7,1.62B
SET 50,2017-03-17,988.44,1.25B
SET 50,2017-03-20,989.53,934.67M
SET 50,2017-03-21,993.96,995.71M
SET 50,2017-03-22,992.07,899.21M
SET 50,2017-03-23,993.25,732.53M
SET 50,2017-03-24,998.25,1.12B
SET 50,2017-03-27,995.43,651.90M
SET 50,2017-03-28,1000.4,1.07B
SET 50,2017-03-29,997.63,860.60M
SET 50,2017-03-30,1001.52,1.13B
SET 50,2017-03-31,996.44,1.28B
SET 50,2017-04-03,999.39,853.26M
SET 50,2017-04-04,1000.98,951.57M
SET 50,2017-04-05,1000.13,1.08B
SET 50,2017-04-07,1003.26,853.72M
SET 50,2017-04-10,1002.5,653.60M
SET 50,2017-04-11,1003.25,809.93M
SET 50,2017-04-12,1009.23,715.93M
SET 50,2017-04-17,999.77,596.67M
SET 50,2017-04-18,997.68,980.59M
SET 50,2017-04-19,992.89,1.49B
SET 50,2017-04-20,993.86,1.18B
SET 50,2017-04-21,995.83,943.04M
SET 50,2017-04-24,992.51,844.56M
SET 50,2017-04-25,993.39,1.23B
SET 50,2017-04-26,996.93,1.03B
SET 50,2017-04-27,995.19,705.15M
SET 50,2017-04-28,993.98,1.02B
SET 50,2017-05-02,992.82,643.94M
SET 50,2017-05-03,993.57,632.30M
SET 50,2017-05-04,999.01,987.41M
SET 50,2017-05-05,997.24,773.58M
SET 50,2017-05-08,996.56,760.59M
SET 50,2017-05-09,993.46,966.95M
SET 50,2017-05-11,989.38,1.14B
SET 50,2017-05-12,983.37,1.24B
SET 50,2017-05-15,980.75,1.08B
SET 50,2017-05-16,984.66,1.35B
SET 50,2017-05-17,983.98,1.33B
SET 50,2017-05-18,980.83,793.74M
SET 50,2017-05-19,982.25,783.98M
SET 50,2017-05-22,987.38,841.45M
SET 50,2017-05-23,990.69,776.50M
SET 50,2017-05-24,991.62,805.49M
SET 50,2017-05-25,992.43,754.16M
SET 50,2017-05-26,991.97,746.37M
SET 50,2017-05-29,991.87,655.45M
SET 50,2017-05-30,991.49,482.85M
SET 50,2017-05-31,986.08,1.12B
SET 50,2017-06-01,987.79,1.06B
SET 50,2017-06-02,990.22,807.13M
SET 50,2017-06-05,988.36,896.33M
SET 50,2017-06-06,990.04,968.97M
SET 50,2017-06-07,987.95,789.31M
SET 50,2017-06-08,990.74,845.96M
SET 50,2017-06-09,987.52,862.28M
SET 50,2017-06-12,984.87,711.62M
SET 50,2017-06-13,991.24,917.44M
SET 50,2017-06-14,993.15,715.81M
SET 50,2017-06-15,989.58,640.64M
SET 50,2017-06-16,992.1,811.46M
SET 50,2017-06-19,995.9,763.12M
SET 50,2017-06-20,994.52,715.56M
SET 50,2017-06-21,992.7,920.84M
SET 50,2017-06-22,994.96,1.17B
SET 50,2017-06-23,996.26,1.23B
SET 50,2017-06-26,997.44,1.08B
SET 50,2017-06-27,999.6,730.31M
SET 50,2017-06-28,997.33,803.63M
SET 50,2017-06-29,995.1,1.46B
SET 50,2017-06-30,994.35,959.30M
SET 50,2017-07-03,999.16,662.81M
SET 50,2017-07-04,995.39,670.82M
SET 50,2017-07-05,996.08,692.74M
SET 50,2017-07-06,993.69,986.14M
SET 50,2017-07-07,992.88,714.95M
SET 50,2017-07-11,991.95,924.19M
SET 50,2017-07-12,996.09,1.21B
SET 50,2017-07-13,999.35,1.04B
SET 50,2017-07-14,999.3,682.72M
SET 50,2017-07-17,996.76,674.98M
SET 50,2017-07-18,996.25,975.74M
SET 50,2017-07-19,1000.22,613.17M
SET 50,2017-07-20,998.59,831.86M
SET 50,2017-07-21,998.19,1.16B
SET 50,2017-07-24,1000.91,782.73M
SET 50,2017-07-25,1005.53,1.22B
SET 50,2017-07-26,1007.28,945.63M
SET 50,2017-07-27,1007.08,707.69M
SET 50,2017-07-31,1003.96,1.03B
SET 50,2017-08-01,1002.77,842.53M
SET 50,2017-08-02,1004.88,905.85M
SET 50,2017-08-03,1002.69,588.86M
SET 50,2017-08-04,1002.19,678.83M
